수도권 구분,시군구,구분,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 천안시,노인인구 비율,6.189,6.381,6.578,6.714,6.687,6.83,7.04,7.365,7.609,7.862,7.953,8.061,8.274,8.539,8.793,9.052,9.224,9.59,9.833,10.299,10.952,11.555,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 천안시,전체 인구,"421,418","432,534","441,243","456,501","503,082","512,482","523,323","531,956","537,698","540,832","557,673","571,377","581,988","591,089","598,346","605,776","617,955","631,531","646,075","652,258","658,808","658,486",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 청양군,노인인구 비율,17.933,19.224,20.623,22.072,23.376,24.281,25.483,26.771,27.352,28.111,28.398,28.968,29.548,30.179,30.935,31.334,31.536,31.848,32.561,33.931,35.734,37.096,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 청양군,전체 인구,"41,025","40,029","38,588","36,992","35,626","34,921","34,086","33,604","33,062","32,613","32,541","32,291","32,087","32,155","32,248","32,485","32,753","32,837","32,296","31,717","30,948","30,440",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 태안군,노인인구 비율,12.93,13.898,14.774,15.799,16.748,17.199,17.971,19.336,20.164,20.998,21.555,22.305,23.273,24.386,25.242,25.759,26.397,27.382,28.412,29.592,31.112,32.734,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 태안군,전체 인구,"68,746","67,878","66,062","63,930","63,764","63,794","63,754","63,042","63,401","63,095","63,247","62,747","62,548","62,416","62,574","63,484","63,900","63,932","63,238","62,743","62,214","61,526",,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 홍성군,노인인구 비율,13.806,14.765,15.651,16.047,17.056,17.468,18.245,19.176,19.671,20.231,20.44,20.787,21.19,21.522,21.777,21.813,21.321,21.557,22.124,22.894,23.981,24.77,,,,,,,,,,,,,,,,,,,,,
비수도권,충청남도 홍성군,전체 인구,"95,369","93,558","91,377","94,658","91,223","90,931","89,555","88,685","88,176","87,631","88,078","88,108","88,415","89,704","91,866","94,553","99,971","101,570","101,082","100,423","100,102","99,324",,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 괴산군,노인인구 비율,17.594,18.796,20.145,21.405,22.685,24.07,25.273,26.605,27.258,27.687,28.012,27.914,28.163,28.485,29.128,29.531,29.744,30.466,30.928,31.987,33.399,35.575,,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 괴산군,전체 인구,"44,380","43,126","41,827","40,411","39,586","38,595","37,570","36,873","36,566","36,775","36,827","37,333","37,713","38,059","38,351","38,787","38,973","39,054","39,133","39,163","39,393","38,122",,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 단양군,노인인구 비율,12.75,13.682,14.748,15.935,17.14,18.155,19.052,20.325,21.062,21.641,22.111,22.523,23.271,24.045,24.906,25.451,25.889,27.03,27.678,29.053,30.959,32.777,,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 단양군,전체 인구,"40,000","38,721","37,320","35,701","34,743","34,122","33,346","32,399","31,929","31,842","31,817","31,595","31,253","31,171","30,948","30,761","30,503","30,215","30,255","29,756","29,155","28,331",,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 보은군,노인인구 비율,17.362,18.5,19.8,20.894,22.258,23.212,24.192,25.66,26.493,27.12,27.22,27.724,28.358,28.711,29.264,29.519,29.768,30.72,31.615,33.109,34.608,36.094,,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 보은군,전체 인구,"43,245","42,082","40,420","38,973","38,062","37,114","36,293","35,354","35,069","34,845","34,956","34,717","34,438","34,318","34,240","34,296","34,221","34,053","33,680","32,949","32,412","31,878",,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 영동군,노인인구 비율,15.275,16.373,17.325,18.443,19.695,20.398,21.415,22.958,23.504,24.101,24.626,24.897,25.275,25.83,26.298,26.87,27.2,28.087,28.911,29.958,31.768,33.415,,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 영동군,전체 인구,"58,627","57,184","55,752","54,036","52,597","51,800","50,819","50,131","50,276","50,426","50,523","50,621","50,663","50,539","50,803","50,693","50,552","50,240","49,715","48,738","47,475","45,773",,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 옥천군,노인인구 비율,14.387,15.344,16.136,16.842,17.687,18.171,18.937,20.092,20.586,21.11,21.479,21.904,22.444,23.183,23.919,24.678,25.36,26.504,27.442,28.53,29.845,31.104,,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 옥천군,전체 인구,"60,798","59,515","58,461","57,505","56,634","55,610","54,923","54,608","54,475","54,117","54,025","53,496","53,244","52,763","52,469","52,404","52,267","51,766","51,465","51,023","50,527","50,093",,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 음성군,노인인구 비율,11.334,11.9,12.421,12.933,13.544,13.983,14.441,14.89,15.177,15.472,15.874,16.111,16.394,16.703,16.872,17.135,17.289,18.175,19.099,20.074,21.446,22.542,,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 음성군,전체 인구,"87,956","87,289","86,562","85,771","85,638","85,969","86,789","88,355","89,542","89,716","91,093","91,644","92,980","93,505","95,324","96,396","97,787","97,306","95,830","94,982","93,153","92,197",,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 제천시,노인인구 비율,8.848,9.414,9.953,10.63,11.393,11.978,12.656,13.489,14.035,14.504,14.847,15.144,15.78,16.331,16.847,17.331,17.676,18.831,19.662,20.644,21.994,23.278,,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 제천시,전체 인구,"147,950","144,968","143,231","140,676","138,872","138,201","136,398","136,218","135,738","135,580","137,264","137,689","137,521","137,204","136,805","136,138","136,517","136,432","135,386","134,617","133,018","131,591",,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 증평군,노인인구 비율,8.874,9.442,9.949,10.275,10.932,11.393,11.833,12.32,12.558,12.728,13.133,13.299,13.609,13.981,14.242,14.044,14.268,14.89,15.666,16.429,17.431,18.619,,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 증평군,전체 인구,"32,286","31,392","30,738","31,310","30,899","30,607","30,483","31,145","32,179","33,164","33,533","34,009","34,279","34,546","34,771","36,671","37,308","37,783","37,317","37,392","36,807","36,426",,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 진천군,노인인구 비율,11.094,11.577,12.297,12.72,13.182,13.6,14.137,14.764,15.072,15.167,15.436,15.497,15.727,15.937,16.338,16.163,16.163,16.137,15.847,16.035,16.439,16.938,,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 진천군,전체 인구,"60,121","60,309","59,699","59,724","60,347","60,155","60,111","60,154","60,715","61,456","62,094","63,051","63,458","64,606","65,174","67,981","69,950","73,677","78,218","81,084","83,718","85,176",,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 청주시,노인인구 비율,6.470,6.747,6.999,7.265,7.590,7.856,8.156,8.592,8.825,9.046,9.242,9.437,9.680,10.030,10.348,10.657,10.962,11.547,12.037,12.67,13.411,14.127,,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 청주시,전체 인구,"704,845","716,685","726,723","736,390","744,033","750,723","763,217","776,307","786,726","792,944","808,915","820,315","821,632","827,906","831,521","831,912","835,197","835,590","837,749","839,566","844,993","848,482",,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 충주시,노인인구 비율,9.131,9.652,10.185,10.78,11.439,11.985,12.634,13.327,13.695,14.13,14.374,14.712,15.21,15.628,15.975,16.328,16.698,17.619,18.117,18.891,19.912,20.919,,,,,,,,,,,,,,,,,,,,,
비수도권,충청북도 충주시,전체 인구,"217,305","215,249","211,980","209,138","207,534","205,907","204,610","205,064","206,372","206,613","208,481","208,433","208,447","208,115","208,527","207,913","208,350","208,316","210,504","210,737","210,186","209,358",,,,,,,,,,,,,,,,,,,,,
